"","Player","Age","Tm","First","Pts Won","Pts Max","Share","G","MP","PTS","TRB","AST","STL","BLK","FG%","3P%","FT%","WS","WS/48","MVP","Year"
"377","Julius Erving","33","PHI","1.0","98.0","760","0.129","77","34.8","22.4","6.9","4.0","1.8","1.8",".512",".333",".754","10.1",".180",0,1984
"378","Adrian Dantley","27","UTA","1.0","88.0","760","0.116","79","37.8","30.6","5.7","3.9","0.8","0.1",".558",".250",".859","14.6",".235",0,1984
"379","Sidney Moncrief","26","MIL","1.0","70.0","760","0.092","79","38.9","20.9","6.7","4.5","1.4","0.3",".498",".278",".848","12.7",".198",0,1984
"380","Jeff Ruland","25","WSB","1.0","38.0","760","0.050","75","41.1","22.2","12.3","3.9","0.9","1.0",".579",".143",".733","9.3",".144",0,1984
"381","Moses Malone","28","PHI","0.0","35.0","760","0.046","71","36.8","22.7","13.4","1.4","1.0","1.5",".483",".000",".750","9.5",".175",0,1984
"382","Mark Aguirre","24","DAL","0.0","28.0","760","0.037","79","36.7","29.5","5.9","4.5","1.0","0.3",".524",".268",".749","9.0",".149",0,1984
"383","Bill Laimbeer","26","DET","0.0","9.0","760","0.012","82","34.9","17.3","12.2","1.8","0.6","1.0",".530",".000",".866","10.8",".181",0,1984
"384","Rickey Green","29","UTA","0.0","8.0","760","0.011","81","34.2","13.2","2.8","9.2","2.7","0.2",".486",".118",".821","7.9",".138",0,1984
"385","World B. Free","30","CLE","0.0","1.0","760","0.001","75","31.7","22.3","2.9","3.0","1.3","0.1",".445",".319",".784","5.3",".107",0,1984
"386","Marques Johnson","27","MIL","0.0","1.0","760","0.001","74","36.7","20.7","6.5","4.3","1.6","0.6",".502",".154",".709","8.6",".152",0,1984
"387","Larry Bird","28","BOS","73.0","763.0","780","0.978","80","39.5","28.7","10.5","6.6","1.6","1.2",".522",".427",".882","15.7",".238",1,1985
"388","Magic Johnson","25","LAL","1.0","264.0","780","0.338","77","36.1","18.3","6.2","12.6","1.5","0.3",".561",".189",".843","12.7",".220",0,1985
"389","Moses Malone","29","PHI","0.0","218.0","780","0.279","79","37.4","24.6","13.1","1.6","0.8","1.6",".469",".000",".815","11.9",".193",0,1985
"390","Kareem Abdul-Jabbar","37","LAL","0.0","206.0","780","0.264","79","33.3","22.0","7.9","3.2","0.8","2.1",".599",".000",".732","11.2",".204",0,1985
"391","Terry Cummings","23","MIL","2.0","138.0","780","0.177","79","34.5","23.6","9.1","2.9","1.5","0.8",".495",".000",".741","10.7",".189",0,1985
"392","Michael Jordan","21","CHI","2.0","134.0","780","0.172","82","38.3","28.2","6.5","5.9","2.4","0.8",".515",".173",".845","14.0",".213",0,1985
"393","Bernard King","28","NYK","0.0","70.0","780","0.090","55","37.5","32.9","5.8","3.7","1.3","0.3",".530",".100",".772","7.1",".166",0,1985
"394","Sidney Moncrief","27","MIL","0.0","65.0","780","0.083","73","37.5","21.7","5.4","5.2","1.6","0.5",".483",".273",".828","11.2",".197",0,1985
"395","Isiah Thomas","23","DET","0.0","63.0","780","0.081","81","38.1","21.2","4.5","13.9","2.3","0.3",".458",".257",".809","11.2",".173",0,1985
"396","Ralph Sampson","24","HOU","0.0","26.0","780","0.033","82","37.6","22.1","10.4","2.7","1.0","2.0",".502",".000",".676","6.2",".096",0,1985
"397","Calvin Natt","28","DEN","0.0","22.0","780","0.028","78","34.1","23.3","7.8","3.1","1.0","0.4",".546",".000",".793","10.2",".185",0,1985
"398","Alex English","31","DEN","0.0","12.0","780","0.015","81","36.1","27.9","5.7","4.2","1.2","0.6",".518",".200",".829","8.9",".146",0,1985
"399","Hakeem Olajuwon","22","HOU","0.0","12.0","780","0.015","82","35.5","20.6","11.9","1.4","1.2","2.7",".538","",".613","10.2",".168",0,1985
"400","Micheal Ray Richardson","29","NJN","0.0","11.0","780","0.014","82","38.1","20.1","5.6","8.2","3.0","0.3",".469",".252",".767","8.7",".134",0,1985
"401","Andrew Toney","27","PHI","0.0","5.0","780","0.006","70","32.0","17.8","2.5","5.2","0.9","0.3",".492",".371",".862","5.5",".118",0,1985
"402","Mark Eaton","28","UTA","0.0","4.0","780","0.005","82","34.3","9.7","11.3","1.5","0.4","5.6",".449","",".712","5.4",".093",0,1985
"403","Paul Pressey","26","MIL","0.0","3.0","780","0.004","80","36.0","16.1","5.4","6.8","1.6","0.7",".517",".350",".758","9.6",".160",0,1985
"404","Jack Sikma","29","SEA","0.0","3.0","780","0.004","68","35.3","18.5","10.6","4.2","1.2","1.3",".489",".200",".852","8.3",".166",0,1985
"405","Dominique Wilkins","25","ATL","0.0","3.0","780","0.004","81","37.3","27.4","6.9","2.5","1.7","0.7",".451",".309",".806","7.6",".121",0,1985
"406","World B. Free","31","CLE","0.0","2.0","780","0.003","71","31.7","22.5","3.0","4.5","1.1","0.2",".459",".368",".749","6.0",".127",0,1985
"407","Purvis Short","27","GSW","0.0","2.0","780","0.003","78","39.5","28.0","5.1","3.0","1.5","0.3",".460",".313",".817","6.2",".097",0,1985
"408","Clyde Drexler","22","POR","0.0","1.0","780","0.001","80","31.9","17.2","6.0","5.5","2.2","0.9",".494",".216",".759","7.5",".141",0,1985
"409","Julius Erving","34","PHI","0.0","1.0","780","0.001","78","32.5","20.0","5.3","3.0","1.7","1.4",".494",".214",".765","7.6",".144",0,1985
"410","Larry Bird","29","BOS","73.0","765.0","780","0.981","82","38.0","25.8","9.8","6.8","2.0","0.6",".496",".423",".896","15.8",".244",1,1986
"411","Dominique Wilkins","26","ATL","5.0","407.0","780","0.522","78","39.1","30.3","7.9","2.6","1.8","0.6",".468",".186",".818","10.8",".170",0,1986
"412","Magic Johnson","26","LAL","0.0","205.0","780","0.263","72","35.8","18.8","5.9","12.6","1.6","0.2",".526",".233",".871","12.1",".226",0,1986
"413","Hakeem Olajuwon","23","HOU","0.0","193.0","780","0.247","68","36.3","23.5","11.5","2.0","2.0","3.4",".526","",".645","9.5",".186",0,1986
"414","Kareem Abdul-Jabbar","38","LAL","0.0","135.0","780","0.173","79","33.3","23.4","6.1","3.5","0.8","1.6",".564",".000",".765","10.8",".197",0,1986
"415","Charles Barkley","22","PHI","0.0","133.0","780","0.171","80","36.9","20.0","12.8","3.9","2.2","1.6",".572",".227",".685","10.8",".176",0,1986
"416","Sidney Moncrief","28","MIL","0.0","56.0","780","0.072","73","35.2","20.2","4.6","4.9","1.4","0.2",".489",".320",".859","11.7",".219",0,1986
"417","Alex English","32","DEN","0.0","55.0","780","0.071","81","37.3","29.8","5.0","4.0","0.9","0.4",".504",".200",".862","9.8",".156",0,1986
"418","Isiah Thomas","24","DET","0.0","28.0","780","0.036","77","36.2","20.9","3.6","10.8","2.2","0.3",".488",".310",".790","8.8",".151",0,1986
"419","Moses Malone","30","PHI","0.0","21.0","780","0.027","74","36.6","23.8","11.8","1.2","0.9","1.0",".458",".000",".787","8.9",".157",0,1986
"420","Terry Cummings","24","MIL","0.0","9.0","780","0.012","82","32.5","19.8","8.5","2.4","1.5","0.6",".474",".000",".656","7.4",".133",0,1986
"421","James Worthy","24","LAL","0.0","7.0","780","0.009","75","32.7","20.0","5.2","2.7","1.1","1.0",".579",".000",".771","9.5",".185",0,1986
"422","Kevin McHale","28","BOS","0.0","3.0","780","0.004","68","35.3","21.3","8.1","2.7","0.4","2.0",".574","",".776","11.0",".220",0,1986
"423","Paul Pressey","27","MIL","0.0","3.0","780","0.004","80","33.8","14.3","5.0","7.8","2.1","0.9",".488",".182",".806","9.8",".174",0,1986
"424","Alvin Robertson","23","SAS","0.0","3.0","780","0.004","82","35.1","17.0","6.3","5.5","3.7","0.5",".514",".276",".795","8.6",".143",0,1986
"425","Adrian Dantley","29","UTA","0.0","2.0","780","0.003","76","36.1","29.8","5.2","3.5","0.8","0.1",".563",".091",".791","12.8",".223",0,1986
"426","Buck Williams","25","NJN","0.0","2.0","780","0.003","82","37.4","15.9","12.0","1.6","0.9","1.2",".523",".000",".676","6.8",".106",0,1986
"427","Dennis Johnson","31","BOS","0.0","1.0","780","0.001","78","35.0","15.6","3.4","5.8","1.4","0.4",".455",".143",".818","6.7",".118",0,1986
"428","Magic Johnson","27","LAL","65.0","733.0","780","0.940","80","36.3","23.9","6.3","12.2","1.7","0.5",".522",".205",".848","15.9",".263",1,1987
"429","Michael Jordan","23","CHI","10.0","449.0","780","0.576","82","40.0","37.1","5.2","4.6","2.9","1.5",".482",".182",".857","16.9",".247",0,1987
"430","Larry Bird","30","BOS","1.0","271.0","780","0.347","74","40.6","28.1","9.2","7.6","1.8","0.9",".525",".400",".910","15.2",".243",0,1987
"431","Kevin McHale","29","BOS","0.0","254.0","780","0.326","77","39.7","26.1","9.9","2.6","0.5","2.2",".604",".000",".836","14.8",".232",0,1987
"432","Dominique Wilkins","27","ATL","0.0","128.0","780","0.164","79","37.6","29.0","6.3","3.3","1.5","0.6",".463",".292",".818","12.2",".197",0,1987
"433","Charles Barkley","23","PHI","1.0","113.0","780","0.145","68","40.3","23.0","14.6","4.9","1.8","1.5",".594",".202",".761","12.0",".210",0,1987
"434","Hakeem Olajuwon","24","HOU","1.0","28.0","780","0.036","75","36.8","23.4","11.4","2.9","1.9","3.4",".508",".200",".702","10.9",".189",0,1987
"435","Isiah Thomas","25","DET","0.0","17.0","780","0.022","81","37.2","20.6","3.9","10.0","1.9","0.2",".463",".194",".768","7.6",".121",0,1987
"436","Fat Lever","26","DEN","0.0","11.0","780","0.014","82","37.2","18.9","8.9","8.0","2.5","0.4",".469",".239",".782","9.7",".153",0,1987
"437","Moses Malone","31","WSB","0.0","9.0","780","0.012","73","34.1","24.1","11.3","1.6","0.8","1.3",".454",".000",".824","9.4",".182",0,1987
"438","Steve Johnson","29","POR","0.0","4.0","780","0.005","79","29.7","16.8","7.2","2.0","0.6","1.0",".556","",".698","4.4",".091",0,1987
"439","Karl Malone","23","UTA","0.0","3.0","780","0.004","82","34.8","21.7","10.4","1.9","1.3","0.7",".512",".000",".598","6.9",".116",0,1987
"440","Robert Parish","33","BOS","0.0","3.0","780","0.004","80","37.4","17.5","10.6","2.2","0.8","1.8",".556",".000",".735","9.2",".147",0,1987
"441","Alex English","33","DEN","0.0","2.0","780","0.003","82","37.6","28.6","4.2","5.1","0.9","0.3",".503",".267",".844","8.1",".126",0,1987
"442","Mark Aguirre","27","DAL","0.0","1.0","780","0.001","80","33.3","25.7","5.3","3.2","1.1","0.4",".495",".353",".770","8.9",".160",0,1987
"443","Rolando Blackman","27","DAL","0.0","1.0","780","0.001","80","34.5","21.0","3.5","3.3","0.8","0.3",".495",".333",".884","8.0",".140",0,1987
"444","Joe Barry Carroll","28","GSW","0.0","1.0","780","0.001","81","33.6","21.2","7.3","2.6","1.1","1.5",".472","",".787","4.6",".082",0,1987
"445","Michael Jordan","24","CHI","47.0","665.0","800","0.831","82","40.4","35.0","5.5","5.9","3.2","1.6",".535",".132",".841","21.2",".308",1,1988
"446","Larry Bird","31","BOS","16.0","527.0","800","0.659","76","39.0","29.9","9.3","6.1","1.6","0.8",".527",".414",".916","15.0",".243",0,1988
"447","Magic Johnson","28","LAL","16.0","508.0","800","0.635","72","36.6","19.6","6.2","11.9","1.6","0.2",".492",".196",".853","10.9",".199",0,1988
"448","Charles Barkley","24","PHI","1.0","109.0","800","0.136","80","39.6","28.3","11.9","3.2","1.3","1.3",".587",".280",".751","16.7",".253",0,1988
"449","Clyde Drexler","25","POR","0.0","86.0","800","0.108","81","37.8","27.0","6.6","5.8","2.5","0.6",".506",".212",".811","13.2",".207",0,1988
"450","Dominique Wilkins","28","ATL","0.0","55.0","800","0.069","78","37.8","30.7","6.4","2.9","1.3","0.6",".464",".295",".826","9.8",".160",0,1988
"451","Hakeem Olajuwon","25","HOU","0.0","40.0","800","0.050","79","35.8","22.8","12.1","2.1","2.1","2.7",".514",".000",".695","10.7",".182",0,1988
"452","Karl Malone","24","UTA","0.0","36.0","800","0.045","82","39.0","27.7","12.0","2.4","1.4","0.6",".520",".000",".700","10.1",".152",0,1988
"453","Fat Lever","27","DEN","0.0","26.0","800","0.032","82","37.3","18.9","8.1","7.8","2.7","0.3",".473",".211",".785","10.4",".163",0,1988
"454","John Stockton","25","UTA","0.0","15.0","800","0.019","82","34.7","14.7","2.9","13.8","3.0","0.2",".574",".358",".840","14.1",".238",0,1988
"455","Alex English","34","DEN","0.0","4.0","800","0.005","80","35.2","25.0","4.7","4.7","0.9","0.3",".495",".000",".828","7.6",".129",0,1988
"456","Isiah Thomas","26","DET","0.0","3.0","800","0.004","81","36.1","19.5","3.4","8.4","1.7","0.2",".463",".309",".774","7.6",".124",0,1988
"457","Mark Jackson","22","NYK","0.0","2.0","800","0.002","82","39.6","13.6","4.8","10.6","2.5","0.1",".432",".254",".774","7.6",".113",0,1988
"458","Michael Adams","25","DEN","0.0","1.0","800","0.001","82","33.9","13.9","2.7","6.1","2.0","0.2",".449",".367",".834","7.5",".130",0,1988
"459","Mark Aguirre","28","DAL","0.0","1.0","800","0.001","77","33.9","25.1","5.6","3.6","0.9","0.7",".475",".302",".770","8.8",".163",0,1988
"460","Adrian Dantley","31","DET","0.0","1.0","800","0.001","69","31.1","20.0","3.3","2.5","0.6","0.1",".514",".000",".860","9.4",".210",0,1988
"461","Buck Williams","27","NJN","0.0","1.0","800","0.001","70","37.7","18.3","11.9","1.6","1.0","0.6",".560","1.000",".668","7.6",".138",0,1988
"462","Magic Johnson","29","LAL","42.5","664.5","850","0.782","77","37.5","22.5","7.9","12.8","1.8","0.3",".509",".314",".911","16.1",".267",1,1989
"463","Michael Jordan","25","CHI","27.5","598.8","850","0.704","81","40.2","32.5","8.0","8.0","2.9","0.8",".538",".276",".850","19.8",".292",0,1989
"464","Karl Malone","25","UTA","5.0","362.0","850","0.426","80","39.1","29.1","10.7","2.7","1.8","0.9",".519",".313",".766","15.2",".233",0,1989
"465","Patrick Ewing","26","NYK","8.0","200.0","850","0.235","80","36.2","22.7","9.3","2.4","1.5","3.5",".567",".000",".746","10.9",".181",0,1989
"466","Hakeem Olajuwon","26","HOU","2.0","179.3","850","0.211","82","36.9","24.8","13.5","1.8","2.6","3.4",".508",".000",".696","12.4",".197",0,1989
"467","Charles Barkley","25","PHI","0.0","94.3","850","0.111","79","39.1","25.8","12.5","4.1","1.6","0.8",".579",".216",".753","16.1",".250",0,1989
"468","John Stockton","26","UTA","0.0","28.0","850","0.033","82","38.7","17.1","3.0","13.6","3.2","0.2",".538",".242",".863","15.6",".236",0,1989
"469","Kevin Johnson","22","PHO","0.0","22.0","850","0.026","81","39.2","20.4","4.2","12.2","1.7","0.3",".505",".091",".882","12.2",".184",0,1989
"470","Tom Chambers","29","PHO","0.0","20.0","850","0.024","81","37.1","25.7","8.4","2.9","1.1","0.7",".471",".326",".851","9.2",".146",0,1989
"471","Mark Price","24","CLE","0.0","18.0","850","0.021","75","36.4","18.9","3.0","8.4","1.5","0.1",".526",".441",".901","11.3",".199",0,1989
"472","Brad Daugherty","23","CLE","0.0","4.0","850","0.005","78","36.2","18.9","9.2","3.7","0.8","0.5",".538",".333",".737","9.6",".164",0,1989
"473","Robert Parish","35","BOS","0.0","4.0","850","0.005","80","35.5","18.6","12.5","2.2","1.0","1.5",".570","",".719","10.5",".177",0,1989
"474","Mark Eaton","32","UTA","0.0","3.0","850","0.004","82","35.5","6.2","10.3","1.0","0.5","3.8",".462","",".660","6.6",".108",0,1989
"475","Moses Malone","33","ATL","0.0","3.0","850","0.004","81","35.5","20.2","11.8","1.4","1.0","1.2",".491",".000",".789","10.7",".178",0,1989
"476","Chris Mullin","25","GSW","0.0","3.0","850","0.004","82","37.7","26.5","5.9","5.1","2.1","0.5",".509",".230",".892","10.6",".165",0,1989
"477","Larry Nance","29","CLE","0.0","3.0","850","0.004","73","34.6","17.2","8.0","2.2","0.8","2.8",".539",".000",".799","10.3",".197",0,1989
"478","Terry Cummings","27","MIL","0.0","1.0","850","0.001","80","35.3","22.9","8.1","2.5","1.3","0.9",".467",".467",".787","7.7",".131",0,1989
"479","Joe Dumars","25","DET","0.0","1.0","850","0.001","69","34.9","17.2","2.5","5.7","0.9","0.1",".505",".483",".850","7.0",".140",0,1989
"480","Isiah Thomas","27","DET","0.0","1.0","850","0.001","80","36.6","18.2","3.4","8.3","1.7","0.3",".464",".273",".818","7.0",".115",0,1989
"481","Magic Johnson","30","LAL","27.0","636.0","920","0.691","79","37.2","22.3","6.6","11.5","1.7","0.4",".480",".384",".890","16.5",".270",1,1990
"482","Charles Barkley","26","PHI","38.0","614.0","920","0.667","79","39.1","25.2","11.5","3.9","1.9","0.6",".600",".217",".749","17.3",".269",0,1990
"483","Michael Jordan","26","CHI","21.0","564.0","920","0.613","82","39.0","33.6","6.9","6.3","2.8","0.7",".526",".376",".848","19.0",".285",0,1990
"484","Karl Malone","26","UTA","2.0","214.0","920","0.233","82","38.1","31.0","11.1","2.8","1.5","0.6",".562",".372",".762","15.9",".245",0,1990
"485","Patrick Ewing","27","NYK","1.0","162.0","920","0.176","82","38.6","28.6","10.9","2.2","1.0","4.0",".551",".250",".775","13.5",".205",0,1990
"486","David Robinson","24","SAS","2.0","102.0","920","0.111","82","36.6","24.3","12.0","2.0","1.7","3.9",".531",".000",".732","15.1",".241",0,1990
"487","Hakeem Olajuwon","27","HOU","1.0","64.0","920","0.070","82","38.1","24.3","14.0","2.9","2.1","4.6",".501",".167",".713","11.2",".173",0,1990
"488","Tom Chambers","30","PHO","0.0","12.0","920","0.013","81","37.6","27.2","7.0","2.3","1.1","0.6",".501",".279",".861","11.2",".176",0,1990
"489","John Stockton","27","UTA","0.0","9.0","920","0.010","78","37.4","17.2","2.6","14.5","2.7","0.2",".514",".416",".819","14.4",".238",0,1990
"490","Larry Bird","33","BOS","0.0","5.0","920","0.005","75","39.3","24.3","9.5","7.5","1.4","0.8",".473",".333",".930","9.5",".154",0,1990
"491","Buck Williams","29","POR","0.0","5.0","920","0.005","82","34.2","13.6","9.8","1.4","0.8","0.5",".548",".000",".706","8.7",".149",0,1990
"492","Clyde Drexler","27","POR","0.0","3.0","920","0.003","73","36.8","23.3","6.9","5.9","2.0","0.7",".494",".283",".774","11.6",".208",0,1990
"493","Joe Dumars","26","DET","0.0","1.0","920","0.001","75","34.4","17.8","2.8","4.9","0.8","0.0",".480",".400",".900","8.7",".162",0,1990
"494","Isiah Thomas","28","DET","0.0","1.0","920","0.001","81","37.0","18.4","3.8","9.4","1.7","0.2",".438",".309",".775","6.7",".107",0,1990
"495","Michael Jordan","27","CHI","77.0","891.0","960","0.928","82","37.0","31.5","6.0","5.5","2.7","1.0",".539",".312",".851","20.3",".321",1,1991
"496","Magic Johnson","31","LAL","10.0","497.0","960","0.518","79","37.1","19.4","7.0","12.5","1.3","0.2",".477",".320",".906","15.4",".251",0,1991
"497","David Robinson","25","SAS","6.0","476.0","960","0.496","82","37.7","25.6","13.0","2.5","1.5","3.9",".552",".143",".762","17.0",".264",0,1991
"498","Charles Barkley","27","PHI","2.0","222.0","960","0.231","67","37.3","27.6","10.1","4.2","1.6","0.5",".570",".284",".722","13.4",".258",0,1991
"499","Karl Malone","27","UTA","0.0","142.0","960","0.148","82","40.3","29.0","11.8","3.3","1.1","1.0",".527",".286",".770","15.5",".225",0,1991
"500","Clyde Drexler","28","POR","1.0","75.0","960","0.078","82","34.8","21.5","6.7","6.0","1.8","0.7",".482",".319",".794","12.4",".209",0,1991
"501","Kevin Johnson","24","PHO","0.0","32.0","960","0.033","77","36.0","22.2","3.5","10.1","2.1","0.1",".516",".205",".843","12.7",".220",0,1991
"502","Dominique Wilkins","31","ATL","0.0","29.0","960","0.030","81","38.0","25.9","9.0","3.3","1.5","0.8",".470",".341",".829","11.4",".177",0,1991
"503","Larry Bird","34","BOS","0.0","25.0","960","0.026","60","38.0","19.4","8.5","7.2","1.8","1.0",".454",".389",".891","6.6",".140",0,1991
"504","Terry Porter","27","POR","0.0","25.0","960","0.026","81","32.9","17.0","3.5","8.0","2.0","0.1",".515",".415",".823","13.0",".235",0,1991
"505","Patrick Ewing","28","NYK","0.0","20.0","960","0.021","81","38.3","26.6","11.2","3.0","1.0","3.2",".514",".000",".745","10.0",".155",0,1991
"506","John Stockton","28","UTA","0.0","15.0","960","0.016","82","37.8","17.2","2.9","14.2","2.9","0.2",".507",".345",".836","14.0",".217",0,1991
"507","Isiah Thomas","29","DET","0.0","11.0","960","0.011","48","34.5","16.2","3.3","9.3","1.6","0.2",".435",".292",".782","3.4",".098",0,1991
"508","Robert Parish","37","BOS","0.0","10.0","960","0.010","81","30.1","14.9","10.6","0.8","0.8","1.3",".598",".000",".767","10.0",".198",0,1991
"509","Joe Dumars","27","DET","0.0","8.0","960","0.008","80","38.1","20.4","2.3","5.5","1.1","0.1",".481",".311",".890","9.9",".155",0,1991
"510","Bernard King","34","WSB","0.0","7.0","960","0.007","64","37.5","28.4","5.0","4.6","0.9","0.3",".472",".216",".790","3.5",".070",0,1991
"511","Kenny Smith","25","HOU","0.0","5.0","960","0.005","78","34.6","17.7","2.1","7.1","1.4","0.1",".520",".363",".844","9.0",".161",0,1991
"512","Hakeem Olajuwon","28","HOU","0.0","4.0","960","0.004","56","36.8","21.2","13.8","2.3","2.2","3.9",".508",".000",".769","8.6",".201",0,1991
"513","Tim Hardaway","24","GSW","0.0","1.0","960","0.001","82","39.2","22.9","4.0","9.7","2.6","0.1",".476",".385",".803","9.9",".148",0,1991
"514","Kevin McHale","33","BOS","0.0","1.0","960","0.001","68","30.4","18.4","7.1","1.9","0.4","2.1",".553",".405",".829","7.9",".182",0,1991
"515","Michael Jordan","28","CHI","80.0","900.0","960","0.938","80","38.8","30.1","6.4","6.1","2.3","0.9",".519",".270",".832","17.7",".274",1,1992
"516","Clyde Drexler","29","POR","12.0","561.0","960","0.584","76","36.2","25.0","6.6","6.7","1.8","0.9",".470",".337",".794","12.8",".223",0,1992
"517","David Robinson","26","SAS","2.0","337.0","960","0.351","68","37.7","23.2","12.2","2.7","2.3","4.5",".551",".125",".701","13.9",".260",0,1992
"518","Karl Malone","28","UTA","1.0","262.0","960","0.273","81","37.7","28.0","11.2","3.0","1.3","0.6",".526",".176",".778","15.1",".237",0,1992
"519","Patrick Ewing","29","NYK","0.0","100.0","960","0.104","82","38.4","24.0","11.2","1.9","1.1","3.0",".522",".167",".738","13.0",".198",0,1992
"520","Chris Mullin","28","GSW","0.0","81.0","960","0.084","81","41.3","25.6","5.6","3.5","2.1","0.8",".524",".366",".833","10.8",".155",0,1992
"521","Mark Price","27","CLE","0.0","66.0","960","0.069","72","29.7","17.3","2.4","7.4","1.3","0.2",".488",".387",".947","9.1",".205",0,1992
"522","Tim Hardaway","25","GSW","0.0","64.0","960","0.067","81","41.1","23.4","3.8","10.0","2.0","0.2",".461",".338",".766","9.2",".132",0,1992
"523","Scottie Pippen","26","CHI","1.0","32.0","960","0.033","82","38.6","21.0","7.7","7.0","1.9","1.1",".506",".200",".760","12.7",".192",0,1992
"524","Dennis Rodman","30","DET","0.0","26.0","960","0.027","82","40.3","9.8","18.7","2.3","0.8","0.9",".539",".317",".600","12.6",".183",0,1992
"525","Brad Daugherty","26","CLE","0.0","24.0","960","0.025","73","36.2","21.5","10.4","3.6","0.9","1.1",".570",".000",".777","11.7",".213",0,1992
"526","Charles Barkley","28","PHI","0.0","18.0","960","0.019","75","38.4","23.1","11.1","4.1","1.8","0.6",".552",".234",".695","12.3",".205",0,1992
"527","John Stockton","29","UTA","0.0","18.0","960","0.019","82","36.6","15.8","3.3","13.7","3.0","0.3",".482",".407",".842","13.4",".215",0,1992
"528","Larry Bird","35","BOS","0.0","3.0","960","0.003","45","36.9","20.2","9.6","6.8","0.9","0.7",".466",".406",".926","5.5",".159",0,1992
"529","Kevin Johnson","25","PHO","0.0","2.0","960","0.002","78","37.2","19.7","3.7","10.7","1.5","0.3",".479",".217",".807","10.0",".165",0,1992
"530","Danny Manning","25","LAC","0.0","1.0","960","0.001","82","35.4","19.3","6.9","3.5","1.6","1.5",".542",".000",".725","9.8",".162",0,1992
"531","Detlef Schrempf","29","IND","0.0","1.0","960","0.001","80","32.6","17.3","9.6","3.9","0.8","0.5",".536",".324",".828","9.8",".181",0,1992
"532","Charles Barkley","29","PHO","59.0","835.0","980","0.852","76","37.6","25.6","12.2","5.1","1.6","1.0",".520",".305",".765","14.4",".242",1,1993
"533","Hakeem Olajuwon","30","HOU","22.0","647.0","980","0.660","82","39.5","26.1","13.0","3.5","1.8","4.2",".529",".000",".779","15.8",".234",0,1993
"534","Michael Jordan","29","CHI","13.0","565.0","980","0.577","78","39.3","32.6","6.7","5.5","2.8","0.8",".495",".352",".837","17.2",".270",0,1993
"535","Patrick Ewing","30","NYK","4.0","359.0","980","0.366","81","37.1","24.2","12.1","1.9","0.9","2.0",".503",".143",".719","10.6",".170",0,1993
"536","Dominique Wilkins","33","ATL","0.0","54.0","980","0.055","71","37.3","29.9","6.8","3.2","1.0","0.4",".468",".380",".828","10.5",".191",0,1993
"537","David Robinson","27","SAS","0.0","33.0","980","0.034","82","39.2","23.4","11.7","3.7","1.5","3.2",".501",".176",".732","13.2",".197",0,1993
"538","Shaquille O'Neal","20","ORL","0.0","30.0","980","0.031","81","37.9","23.4","13.9","1.9","0.7","3.5",".562",".000",".592","10.4",".163",0,1993
"539","Karl Malone","29","UTA","0.0","10.0","980","0.010","82","37.8","27.0","11.2","3.8","1.5","1.0",".552",".200",".740","15.4",".238",0,1993
"540","Mark Price","28","CLE","0.0","10.0","980","0.010","75","31.7","18.2","2.7","8.0","1.2","0.1",".484",".416",".948","9.8",".197",0,1993
"541","Brad Daugherty","27","CLE","0.0","1.0","980","0.001","71","37.9","20.2","10.2","4.4","0.7","0.8",".571",".500",".795","12.7",".226",0,1993
"542","Clyde Drexler","30","POR","0.0","1.0","980","0.001","49","34.1","19.9","6.3","5.7","1.9","0.8",".429",".233",".839","6.0",".171",0,1993
"543","Joe Dumars","29","DET","0.0","1.0","980","0.001","77","40.2","23.5","1.9","4.0","1.0","0.1",".466",".375",".864","9.1",".141",0,1993
"544","Shawn Kemp","23","SEA","0.0","1.0","980","0.001","78","33.1","17.8","10.7","2.0","1.5","1.9",".492",".000",".712","9.1",".169",0,1993
"545","John Stockton","30","UTA","0.0","1.0","980","0.001","82","34.9","15.1","2.9","12.0","2.4","0.3",".486",".385",".798","10.6",".177",0,1993
"546","Hakeem Olajuwon","31","HOU","66.0","889.0","1010","0.880","80","41.0","27.3","11.9","3.6","1.6","3.7",".528",".421",".716","14.3",".210",1,1994
"547","David Robinson","28","SAS","24.0","730.0","1010","0.723","80","40.5","29.8","10.7","4.8","1.7","3.3",".507",".345",".749","20.0",".296",0,1994
"548","Scottie Pippen","28","CHI","7.0","390.0","1010","0.386","72","38.3","22.0","8.7","5.6","2.9","0.8",".491",".320",".660","11.2",".194",0,1994
"549","Shaquille O'Neal","21","ORL","3.0","289.0","1010","0.286","81","39.8","29.3","13.2","2.4","0.9","2.9",".599",".000",".554","16.9",".252",0,1994
"550","Patrick Ewing","31","NYK","1.0","255.0","1010","0.252","79","37.6","24.5","11.2","2.3","1.1","2.7",".496",".286",".765","13.1",".211",0,1994
"551","Gary Payton","25","SEA","0.0","20.0","1010","0.020","82","35.1","16.5","3.3","6.0","2.3","0.2",".504",".278",".595","9.3",".155",0,1994
"552","Shawn Kemp","24","SEA","0.0","17.0","1010","0.017","79","32.9","18.1","10.8","2.6","1.8","2.1",".538",".250",".741","11.7",".216",0,1994
"553","Karl Malone","30","UTA","0.0","17.0","1010","0.017","82","40.6","25.2","11.5","4.0","1.5","1.5",".497",".250",".694","13.4",".193",0,1994
"554","Mark Price","29","CLE","0.0","7.0","1010","0.007","76","31.4","17.3","3.0","7.8","1.4","0.1",".478",".397",".888","10.0",".201",0,1994
